Time [sec]          Ch A [K]  Ch B [K]  Ch C [K]  Ch D [K]  
1542136153          12.16     13.94     505.00    21.52     
1542136175          12.13     13.93     505.00    21.53     
1542136197          12.10     13.93     505.00    21.52     
1542136219          12.15     13.92     505.00    21.54     
1542136241          12.06     13.91     505.00    21.53     
1542136263          12.18     13.93     505.00    21.54     
1542136285          12.12     13.95     505.00    21.53     
1542136307          12.17     13.96     505.00    21.53     
1542136329          12.17     13.96     505.00    21.52     
1542136351          12.14     13.95     505.00    21.52     
1542136373          12.18     13.94     505.00    21.53     
1542136395          12.10     13.94     505.00    21.53     
1542136417          12.18     13.94     505.00    21.52     
1542136439          12.11     13.93     505.00    21.52     
1542136461          12.14     13.93     505.00    21.52     
1542136483          12.15     13.93     505.00    21.52     
1542136505          12.11     13.93     505.00    21.53     
1542136527          12.17     13.92     505.00    21.53     
1542136549          12.08     13.92     505.00    21.53     
1542136571          12.15     13.92     505.00    21.52     
1542136593          12.11     13.91     505.00    21.52     
1542136615          12.11     13.91     505.00    21.52     
1542136637          12.13     13.91     505.00    21.52     
1542136659          12.08     13.90     505.00    21.53     
1542136681          12.16     13.91     505.00    21.52     
1542136703          12.06     13.90     505.00    21.53     
1542136725          12.12     13.90     505.00    21.52     
1542136747          12.10     13.89     505.00    21.54     
1542136770          12.10     13.90     505.00    21.52     
1542136792          12.14     13.90     505.00    21.53     
1542136814          12.06     13.90     505.00    21.54     
1542136836          12.14     13.90     505.00    21.53     
1542136858          12.06     13.89     505.00    21.53     
1542136880          12.11     13.89     505.00    21.52     
1542136902          12.10     13.88     505.00    21.52     
1542136924          12.08     13.88     505.00    21.52     
1542136946          12.12     13.88     505.00    21.53     
1542136968          12.04     13.88     505.00    21.53     
1542136990          12.13     13.89     505.00    21.52     
1542137012          12.06     13.88     505.00    21.53     
1542137034          12.09     13.88     505.00    21.53     
1542137056          12.10     13.88     505.00    21.53     
1542137078          12.06     13.88     505.00    21.53     
1542137100          12.12     13.87     505.00    21.52     
1542137122          12.03     13.86     505.00    21.53     
1542137144          12.11     13.87     505.00    21.53     
1542137166          12.04     13.86     505.00    21.53     
1542137188          12.06     13.86     505.00    21.52     
1542137210          12.07     13.85     505.00    21.53     
1542137232          12.03     13.85     505.00    21.53     
1542137254          12.11     13.86     505.00    21.52     
1542137276          12.03     13.86     505.00    21.53     
1542137298          12.09     13.86     505.00    21.52     
1542137320          12.05     13.85     505.00    21.53     
1542137342          12.05     13.85     505.00    21.52     
1542137364          12.10     13.85     505.00    21.52     
1542137386          12.03     13.85     505.00    21.53     
1542137408          12.11     13.85     505.00    21.52     
1542137430          12.03     13.85     505.00    21.53     
1542137452          12.09     13.86     505.00    21.52     
1542137474          12.06     13.85     505.00    21.52     
1542137496          12.05     13.85     505.00    21.53     
1542137518          12.08     13.84     505.00    21.52     
1542137540          12.02     13.85     505.00    21.53     
1542137562          12.09     13.84     505.00    21.53     
1542137584          12.03     13.84     505.00    21.52     
1542137606          12.07     13.84     505.00    21.52     
1542137628          12.05     13.84     505.00    21.52     
1542137650          12.04     13.84     505.00    21.53     
1542137673          12.08     13.84     505.00    21.53     
1542137695          12.00     13.83     505.00    21.53     
1542137717          12.08     13.83     505.00    21.52     
1542137739          12.01     13.83     505.00    21.53     
1542137761          12.07     13.84     505.00    21.52     
1542137783          12.06     13.84     505.00    21.53     
1542137805          12.04     13.84     505.00    21.53     
1542137827          12.08     13.83     505.00    21.53     
1542137849          12.00     13.83     505.00    21.53     
1542137871          12.08     13.83     505.00    21.54     
1542137893          12.01     13.83     505.00    21.53     
1542137915          12.06     13.83     505.00    21.53     
1542137937          12.06     13.84     505.00    21.52     
1542137959          12.05     13.85     505.00    21.52     
1542137981          12.11     13.85     505.00    21.51     
1542138003          12.03     13.85     505.00    21.52     
1542138025          12.11     13.85     505.00    21.53     
1542138047          12.03     13.85     505.00    21.52     
1542138069          12.09     13.86     505.00    21.53     
1542138091          12.10     13.86     505.00    21.53     
1542138113          12.07     13.87     505.00    21.52     
1542138135          12.12     13.87     505.00    21.52     
1542138157          12.05     13.87     505.00    21.52     
